followers_count,friends_count,listed_count,favourites_count,verified,statuses_count,default_profile,default_profile_image,has_extended_profile,bot
9,484,0,87,FALSE,109,TRUE,FALSE,FALSE,1
47,1,9,0,FALSE,2610,TRUE,FALSE,FALSE,1
3,38,0,3,FALSE,5,TRUE,TRUE,TRUE,1
13,5,4,0,FALSE,10693,FALSE,FALSE,FALSE,1
1655947,0,5482,124,FALSE,480858,FALSE,FALSE,FALSE,1
2149,1,198,0,FALSE,3741,TRUE,FALSE,FALSE,1
1,261,0,24,FALSE,21,TRUE,FALSE,FALSE,1
646,1221,38,25654,FALSE,26729,FALSE,FALSE,TRUE,1
18672,0,252,0,FALSE,18270,FALSE,FALSE,FALSE,1
16,1,11,0,FALSE,1237,TRUE,FALSE,FALSE,1
14,1978,0,289,FALSE,426,FALSE,FALSE,FALSE,1
4,102,0,2,FALSE,0,TRUE,FALSE,TRUE,1
280,48,30,3,FALSE,4722,FALSE,FALSE,FALSE,1
147,0,22,0,FALSE,1388,TRUE,FALSE,FALSE,1
20,0,10,0,FALSE,5131,FALSE,FALSE,FALSE,1
918,0,13,2,FALSE,92849,TRUE,FALSE,FALSE,1
12,64,0,0,FALSE,7,TRUE,FALSE,FALSE,1
1381,0,45,0,FALSE,1292,TRUE,FALSE,FALSE,1
4948,296,15,17,FALSE,41190,FALSE,FALSE,FALSE,1
27,2257,2,288,FALSE,323,FALSE,FALSE,FALSE,1
0,30,0,0,FALSE,0,TRUE,TRUE,,1
0,18,0,0,FALSE,0,TRUE,TRUE,,1
0,44,0,73,FALSE,106,TRUE,FALSE,FALSE,1
2,51,0,75,FALSE,125,TRUE,FALSE,FALSE,1
213,213,18,0,FALSE,5988,FALSE,FALSE,FALSE,1
189,366,0,1,FALSE,36,TRUE,FALSE,FALSE,1
166,1,24,0,FALSE,17017,FALSE,FALSE,FALSE,1
136,1,21,5,FALSE,34446,FALSE,FALSE,FALSE,1
100,1,19,257,FALSE,6605,TRUE,FALSE,FALSE,1
98,274,7,1,FALSE,37,FALSE,FALSE,FALSE,1
90,1,20,4,FALSE,6703,TRUE,FALSE,FALSE,1
7,0,8,0,FALSE,5669,FALSE,FALSE,FALSE,1
292,1,26,0,FALSE,1958,FALSE,FALSE,FALSE,1
4198,3,313,15,FALSE,158639,TRUE,FALSE,FALSE,1
60,0,19,0,FALSE,1476,TRUE,FALSE,FALSE,1
1,74,0,0,FALSE,1,TRUE,TRUE,FALSE,1
4355,2,194,3,FALSE,26381,FALSE,FALSE,FALSE,1
74,0,121,0,FALSE,4415,TRUE,FALSE,FALSE,1
3,270,0,19,FALSE,22,TRUE,FALSE,FALSE,1
3,631,0,115,FALSE,177,TRUE,FALSE,FALSE,1
9,93,0,0,FALSE,8,TRUE,FALSE,FALSE,1
263,13,16,0,FALSE,452,FALSE,FALSE,FALSE,1
8,0,4,0,FALSE,528,TRUE,FALSE,FALSE,1
30,564,0,5,FALSE,22,TRUE,FALSE,TRUE,1
5528,117,197,71,FALSE,5201,FALSE,FALSE,FALSE,1
1,495,0,87,FALSE,97,TRUE,FALSE,FALSE,1
274,2,14,21,FALSE,15340,TRUE,FALSE,FALSE,1
1640,26,20,14,FALSE,19151,FALSE,FALSE,FALSE,1
689,4,35,1,FALSE,46115,FALSE,FALSE,FALSE,1
647,0,7,3,FALSE,75704,TRUE,FALSE,FALSE,1
1870,4,102,3,FALSE,16468,TRUE,FALSE,FALSE,1
2,316,0,22,FALSE,31,TRUE,FALSE,FALSE,1
3523,2726,142,32,FALSE,18407,FALSE,FALSE,FALSE,1
0,10,0,56,FALSE,79,TRUE,FALSE,FALSE,1
2,362,0,34,FALSE,39,TRUE,FALSE,FALSE,1
33,13,10,0,FALSE,1136,TRUE,TRUE,FALSE,1
7,30,0,0,FALSE,2,TRUE,FALSE,FALSE,1
570,0,40,1,FALSE,5096,FALSE,FALSE,FALSE,1
993,4992,20,8,FALSE,108,FALSE,FALSE,TRUE,1
3153,103,6295,0,FALSE,288368,TRUE,FALSE,FALSE,1
209,578,0,29,FALSE,130,TRUE,FALSE,FALSE,1
15659,0,380,0,FALSE,849518,TRUE,FALSE,FALSE,1
17,1926,1,279,FALSE,369,FALSE,FALSE,FALSE,1
99,563,1,1,FALSE,46,TRUE,FALSE,FALSE,1
34,1,8,0,FALSE,41492,FALSE,FALSE,FALSE,1
0,37,0,0,FALSE,0,TRUE,TRUE,,1
492,14,27,1,FALSE,107,FALSE,FALSE,FALSE,1
69,1513,0,0,FALSE,1,TRUE,FALSE,FALSE,1
6,0,6,0,FALSE,1066,TRUE,FALSE,FALSE,1
43536,1,131,1,FALSE,104405,FALSE,FALSE,FALSE,1
712,623,38,1423,FALSE,38905,FALSE,FALSE,FALSE,1
153,0,7,0,FALSE,144271,TRUE,TRUE,FALSE,1
119,0,11,0,FALSE,1761,TRUE,FALSE,FALSE,1
9,1,9,0,FALSE,2983,FALSE,FALSE,FALSE,1
41,8,0,0,FALSE,2,TRUE,FALSE,FALSE,1
213,0,23,0,FALSE,5685,TRUE,FALSE,FALSE,1
463,14,28,4,FALSE,2754,TRUE,FALSE,FALSE,1
17,215,0,0,FALSE,1,TRUE,FALSE,FALSE,1
90,22,0,0,FALSE,29724,TRUE,FALSE,FALSE,1
93,95,15,0,FALSE,23391,FALSE,FALSE,FALSE,1
20,1867,0,286,FALSE,397,FALSE,FALSE,FALSE,1
153,2,9,3,FALSE,391,TRUE,FALSE,FALSE,1
119,1,21,0,FALSE,18719,FALSE,FALSE,FALSE,1
27,1928,0,314,FALSE,355,FALSE,FALSE,FALSE,1
0,25,0,0,FALSE,0,TRUE,TRUE,FALSE,1
12,0,4,0,FALSE,251,TRUE,TRUE,FALSE,1
978,2104,3,3,FALSE,114,FALSE,FALSE,TRUE,1
575,0,43,6,FALSE,4204,FALSE,FALSE,TRUE,1
1,69,0,0,FALSE,11,TRUE,FALSE,FALSE,1
0,67,0,0,FALSE,0,TRUE,TRUE,,1
1514,4218,2,523,FALSE,522,TRUE,FALSE,FALSE,1
55,2,4,0,FALSE,759,TRUE,FALSE,FALSE,1
41056,304,39,1009,FALSE,63307,FALSE,FALSE,TRUE,1
2097,4,62,0,FALSE,47707,FALSE,FALSE,FALSE,1
2399,4936,147,319,FALSE,5581,FALSE,FALSE,FALSE,1
27728,65,589,452,FALSE,16231,FALSE,FALSE,FALSE,1
42,0,3,1,FALSE,964,TRUE,FALSE,FALSE,1
110,111,14,0,FALSE,3609,FALSE,FALSE,FALSE,1
4294,7,41,134,FALSE,72621,FALSE,FALSE,FALSE,1
0,264,0,11,FALSE,20,TRUE,FALSE,FALSE,1
340,0,51,0,FALSE,188270,TRUE,FALSE,FALSE,1
1902,3,447,11,FALSE,95201,TRUE,FALSE,FALSE,1
493,7,28,0,FALSE,2964,FALSE,FALSE,TRUE,1
39,0,14,0,FALSE,208,FALSE,FALSE,FALSE,1
190,657,31,39,FALSE,594,FALSE,FALSE,FALSE,1
557,3,6,11,FALSE,440,FALSE,FALSE,FALSE,1
1651,1,52,0,FALSE,1599,TRUE,FALSE,FALSE,1
202,8,23,0,FALSE,2978,FALSE,FALSE,FALSE,1
986,1,87,15734,FALSE,30417,TRUE,FALSE,FALSE,1
957,2826,39,3255,FALSE,4413,FALSE,FALSE,FALSE,1
3,343,0,37,FALSE,41,TRUE,FALSE,FALSE,1
0,148,0,7,FALSE,17,TRUE,FALSE,FALSE,1
372,4815,0,15,FALSE,2,TRUE,FALSE,FALSE,1
7503,0,122,1,FALSE,108527,TRUE,FALSE,FALSE,1
10407,11555,256,0,FALSE,25783,FALSE,FALSE,FALSE,1
1511,138,101,0,FALSE,30161,FALSE,FALSE,FALSE,1
29,1,9,0,FALSE,105,TRUE,FALSE,FALSE,1
253,0,37,0,FALSE,40184,TRUE,FALSE,FALSE,1
1174,19,58,23,FALSE,1145,TRUE,FALSE,FALSE,1
6805,88,25,0,FALSE,3272,TRUE,FALSE,TRUE,1
1,280,0,19,FALSE,16,TRUE,FALSE,FALSE,1
943,1,75,0,FALSE,14074,TRUE,FALSE,FALSE,1
79,0,21,0,FALSE,40308,FALSE,FALSE,FALSE,1
302,1,53,0,FALSE,2953,FALSE,FALSE,FALSE,1
10684,158,31,41,TRUE,91,TRUE,FALSE,TRUE,1
75,0,7,0,FALSE,6414,TRUE,FALSE,FALSE,1
158,2410,0,0,FALSE,1,TRUE,TRUE,FALSE,1
7,1,8,0,FALSE,5856,FALSE,FALSE,FALSE,1
1,387,0,33,FALSE,44,TRUE,FALSE,FALSE,1
101,1,19,0,FALSE,1281,TRUE,FALSE,FALSE,1
133,271,0,39,FALSE,18,FALSE,FALSE,FALSE,1
280,0,24,0,FALSE,717,TRUE,FALSE,FALSE,1
299,1,21,0,FALSE,3855,FALSE,FALSE,FALSE,1
3738,7,86,24,FALSE,59713,TRUE,FALSE,FALSE,1
4,0,5,0,FALSE,127,TRUE,FALSE,TRUE,1
1,41,0,154,FALSE,1,TRUE,TRUE,FALSE,1
180,4,7,2,FALSE,5265,FALSE,FALSE,FALSE,1
280,0,28,0,FALSE,6413,TRUE,FALSE,FALSE,1
36,1,7,0,FALSE,3649,FALSE,FALSE,FALSE,1
632,0,42,0,FALSE,2822,TRUE,FALSE,FALSE,1
1,30,0,98,FALSE,106,TRUE,FALSE,FALSE,1
371,5,45,1,FALSE,70202,FALSE,FALSE,FALSE,1
17,564,0,0,FALSE,4,TRUE,FALSE,FALSE,1
20,287,0,2,FALSE,1,TRUE,FALSE,TRUE,1
412,15,32,0,FALSE,46926,FALSE,FALSE,FALSE,1
533,0,42,0,FALSE,7145,TRUE,TRUE,FALSE,1
2623,5,52,409,FALSE,3952,FALSE,FALSE,FALSE,1
202,1,28,0,FALSE,1678,TRUE,FALSE,FALSE,1
98,24,7,2,FALSE,3336,TRUE,FALSE,FALSE,1
694,0,54,0,FALSE,22368,TRUE,FALSE,FALSE,1
168,2,18,0,FALSE,12406,TRUE,FALSE,FALSE,1
147,0,31,0,FALSE,96,FALSE,FALSE,FALSE,1
4087,1,5,1,FALSE,3549,TRUE,FALSE,FALSE,1
75,4,12,12,FALSE,1770,FALSE,FALSE,TRUE,1
8,669,1,133,FALSE,177,TRUE,FALSE,FALSE,1
237,1,32,0,FALSE,27579,TRUE,FALSE,FALSE,1
0,60,0,0,FALSE,0,TRUE,TRUE,,1
8,91,0,0,FALSE,18,TRUE,TRUE,FALSE,1
702,1359,4,0,FALSE,94409,FALSE,FALSE,FALSE,1
129,4,19,0,FALSE,1168,TRUE,FALSE,FALSE,1
292,2225,0,0,FALSE,0,TRUE,FALSE,FALSE,1
0,461,0,64,FALSE,93,TRUE,FALSE,FALSE,1
4,445,0,60,FALSE,80,TRUE,FALSE,FALSE,1
1,258,0,14,FALSE,14,TRUE,FALSE,FALSE,1
99,0,17,0,FALSE,1665,FALSE,FALSE,FALSE,1
66,2,24,0,FALSE,432,TRUE,FALSE,FALSE,1
752,0,4,86,FALSE,21132,TRUE,FALSE,FALSE,1
15,3,2,721,FALSE,854,FALSE,FALSE,FALSE,1
1902,94,98,5,FALSE,21114,FALSE,FALSE,FALSE,1
5744,3,112,2,FALSE,105941,TRUE,FALSE,FALSE,1
1,162,0,0,FALSE,0,TRUE,TRUE,FALSE,1
8,0,6,0,FALSE,41,TRUE,FALSE,FALSE,1
52,222,0,10,FALSE,1,TRUE,FALSE,FALSE,1
421,1636,34,0,FALSE,4701,TRUE,FALSE,FALSE,1
413,148,37,0,FALSE,22,FALSE,FALSE,FALSE,1
1479,3,11,19,FALSE,32440,TRUE,FALSE,FALSE,1
252,2,38,70,FALSE,15823,FALSE,FALSE,FALSE,1
163,206,11,12,FALSE,502,TRUE,FALSE,FALSE,1
3,30,0,0,FALSE,1,TRUE,FALSE,TRUE,1
65,0,21,0,FALSE,10069,TRUE,FALSE,FALSE,1
6766,3006,169,83,FALSE,79860,FALSE,FALSE,FALSE,1
1637,1770,18,2,FALSE,66824,FALSE,FALSE,FALSE,1
116,0,39,0,FALSE,8421,TRUE,FALSE,FALSE,1
24,712,1,2,FALSE,22,TRUE,TRUE,TRUE,1
239,344,15,0,FALSE,9347,FALSE,FALSE,FALSE,1
8073,1,118,0,FALSE,29984,FALSE,FALSE,FALSE,1
29,97,0,0,FALSE,3,TRUE,FALSE,TRUE,1
0,20,0,0,FALSE,0,TRUE,TRUE,,1
372,1136,1,1,FALSE,46,FALSE,FALSE,TRUE,1
6,0,5,0,FALSE,2751,TRUE,FALSE,FALSE,1
16748,41,11,20542,FALSE,837,FALSE,FALSE,FALSE,1
204,0,28,2,FALSE,23502,FALSE,FALSE,FALSE,1
12853,13,453,0,FALSE,4874,TRUE,FALSE,FALSE,1
16,3,5,1,FALSE,119,FALSE,FALSE,FALSE,1
592885,13699,13723,3716,TRUE,51157,FALSE,FALSE,FALSE,1
36,0,12,1,FALSE,394,FALSE,FALSE,FALSE,1
392,0,17,0,FALSE,1325,TRUE,FALSE,FALSE,1
5476,385,96,4,FALSE,5846,TRUE,FALSE,FALSE,1
22,2107,1,297,FALSE,387,FALSE,FALSE,FALSE,1
3,230,0,23,FALSE,25,TRUE,FALSE,FALSE,1
2,352,0,23,FALSE,44,TRUE,FALSE,FALSE,1
51,0,19,0,FALSE,13622,TRUE,FALSE,FALSE,1
61,3,12,0,FALSE,6000,FALSE,FALSE,FALSE,1
3569,6,137,134,FALSE,2459,FALSE,FALSE,TRUE,1
2,262,0,13,FALSE,19,TRUE,FALSE,FALSE,1
11,201,0,26,FALSE,5,TRUE,FALSE,TRUE,1
1226,2636,24,25,FALSE,664,FALSE,FALSE,TRUE,1
1,455,0,72,FALSE,121,TRUE,FALSE,FALSE,1
57,1,10,0,FALSE,79525,TRUE,FALSE,FALSE,1
1211,1,35,0,FALSE,160,TRUE,FALSE,FALSE,1
0,338,0,32,FALSE,35,TRUE,FALSE,FALSE,1
0,98,0,0,FALSE,2,TRUE,TRUE,FALSE,1
131,1,26,0,FALSE,1622,TRUE,FALSE,FALSE,1
247,0,53,2,FALSE,17811,FALSE,FALSE,FALSE,1
85,13,2,1637,FALSE,115,FALSE,FALSE,FALSE,1
284,29,31,1,FALSE,4865,TRUE,FALSE,FALSE,1
5259,3881,65,83,FALSE,545,FALSE,FALSE,FALSE,1
176,16,25,4,FALSE,5040,TRUE,FALSE,FALSE,1
66,1,13,0,FALSE,2989,TRUE,FALSE,FALSE,1
36,0,9,0,FALSE,416,TRUE,FALSE,FALSE,1
633,43,65,76,FALSE,1627,TRUE,FALSE,FALSE,1
7,163,0,0,FALSE,1,TRUE,FALSE,FALSE,1
55,1343,0,0,FALSE,0,TRUE,TRUE,FALSE,1
5,505,0,90,FALSE,114,TRUE,FALSE,FALSE,1
5730,951,223,3634,FALSE,16205,FALSE,FALSE,FALSE,1
4956,7,202,100,FALSE,2179,TRUE,FALSE,FALSE,1
2,350,0,20,FALSE,21,TRUE,FALSE,FALSE,1
533,2,34,2,FALSE,1056,TRUE,FALSE,FALSE,1
8,725,0,172,FALSE,191,FALSE,FALSE,FALSE,1
98,8,14,2,FALSE,3375,TRUE,TRUE,FALSE,1
29,0,16,0,FALSE,2839,FALSE,FALSE,FALSE,1
2,14,0,1,FALSE,1,TRUE,TRUE,FALSE,1
461,95,95,0,FALSE,115356,TRUE,FALSE,FALSE,1
601,0,53,0,FALSE,24135,FALSE,FALSE,FALSE,1
912,1164,56,3951,FALSE,23106,FALSE,FALSE,FALSE,1
236,0,26,0,FALSE,9719,FALSE,FALSE,FALSE,1
85,4707,0,2,FALSE,4,TRUE,FALSE,FALSE,1
14491,134,1229,2923,FALSE,2497530,FALSE,FALSE,FALSE,1
281,0,27,0,FALSE,879,FALSE,FALSE,FALSE,1
60,11,11,2,FALSE,4882,TRUE,FALSE,FALSE,1
10,1,4,0,FALSE,787,FALSE,FALSE,FALSE,1
174,6,13,0,FALSE,1699,TRUE,FALSE,FALSE,1
66,1801,1,0,FALSE,30,TRUE,FALSE,TRUE,1
148,0,21,0,FALSE,12083,TRUE,FALSE,FALSE,1
2047969,102396,13095,860,FALSE,67905,FALSE,FALSE,FALSE,1
326,947,0,0,FALSE,13,TRUE,FALSE,TRUE,1
2,353,0,18,FALSE,30,TRUE,FALSE,FALSE,1
15,134,0,0,FALSE,3,FALSE,FALSE,FALSE,1
445,4997,2,109,FALSE,83,FALSE,FALSE,TRUE,1
369,1,16,0,FALSE,318279,FALSE,FALSE,FALSE,1
8392,30,159,1361,FALSE,5730,FALSE,FALSE,FALSE,1
20723,3,159,33,FALSE,663,FALSE,FALSE,FALSE,1
0,30,0,0,FALSE,0,TRUE,TRUE,,1
2800,3049,19,20941,FALSE,17985,FALSE,FALSE,FALSE,1
939,0,21,1,FALSE,626,TRUE,FALSE,FALSE,1
4896,8,2186,57638,FALSE,57640,FALSE,FALSE,FALSE,1
1,331,1,15,FALSE,29,TRUE,FALSE,FALSE,1
500,0,24,0,FALSE,5719,TRUE,FALSE,FALSE,1
139,43,8,0,FALSE,6345,FALSE,FALSE,FALSE,1
5,0,2,0,FALSE,424,FALSE,FALSE,FALSE,1
1,498,0,103,FALSE,102,TRUE,FALSE,FALSE,1
30,0,8,0,FALSE,11572,FALSE,FALSE,FALSE,1
207,5,23,108,FALSE,728,TRUE,FALSE,FALSE,1
45,0,13,0,FALSE,81,FALSE,FALSE,FALSE,1
190,187,20,1,FALSE,11079,FALSE,FALSE,FALSE,1
38,113,0,1,FALSE,1,TRUE,FALSE,FALSE,1
197,0,82,0,FALSE,684818,TRUE,FALSE,FALSE,1
3,659,1,136,FALSE,169,TRUE,FALSE,FALSE,1
598,1,42,0,FALSE,9684,TRUE,FALSE,FALSE,1
88195,82994,1736,892,TRUE,1933,TRUE,FALSE,FALSE,1
132,0,31,0,FALSE,14516,TRUE,FALSE,FALSE,1
2,25,0,44,FALSE,88,TRUE,FALSE,FALSE,1
187,4271,0,51,FALSE,165,TRUE,FALSE,FALSE,1
8,5,6,0,FALSE,27,TRUE,FALSE,FALSE,1
879,1,151,2426,FALSE,1217604,TRUE,FALSE,FALSE,1
12,0,7,2,FALSE,8637,TRUE,FALSE,FALSE,1
9,25,0,400,FALSE,385,TRUE,FALSE,FALSE,1
6,36,0,77,FALSE,151,TRUE,FALSE,FALSE,1
0,32,0,59,FALSE,82,TRUE,FALSE,FALSE,1
1,337,0,38,FALSE,30,TRUE,FALSE,FALSE,1
211,1,31,0,FALSE,46816,TRUE,FALSE,FALSE,1
113,0,32,0,FALSE,25120,FALSE,FALSE,FALSE,1
0,235,0,14,FALSE,14,TRUE,FALSE,FALSE,1
1810,1,36,24,FALSE,35024,TRUE,FALSE,FALSE,1
58,0,18,0,FALSE,7839,TRUE,FALSE,FALSE,1
86,28,16,127,FALSE,211,FALSE,FALSE,FALSE,1
17,4,4,0,FALSE,228,TRUE,TRUE,FALSE,1
14,593,0,1,FALSE,4,TRUE,FALSE,FALSE,1
12,742,1,148,FALSE,175,FALSE,FALSE,FALSE,1
35,2118,5,364,FALSE,570,FALSE,FALSE,FALSE,1
5,69,0,2,FALSE,0,TRUE,TRUE,,1
86,433,1,174,FALSE,26,TRUE,FALSE,FALSE,1
29,10,16,0,FALSE,5197,TRUE,FALSE,FALSE,1
1254,2,2852,3,FALSE,335950,TRUE,FALSE,FALSE,1
36,0,12,879,FALSE,467,TRUE,FALSE,FALSE,1
252,6,17,11,FALSE,236,TRUE,FALSE,FALSE,1
2,52,0,87,FALSE,128,TRUE,FALSE,FALSE,1
0,308,0,21,FALSE,24,TRUE,FALSE,FALSE,1
52,1,15,0,FALSE,15085,FALSE,FALSE,FALSE,1
0,30,0,0,FALSE,0,TRUE,TRUE,,1
39,0,12,0,FALSE,9729,TRUE,FALSE,FALSE,1
1421,2157,25,166,FALSE,169,FALSE,FALSE,FALSE,1
1701,1,145,1,FALSE,3105,TRUE,FALSE,FALSE,1
0,20,0,0,FALSE,0,TRUE,TRUE,,1
17,0,6,0,FALSE,1859,TRUE,FALSE,FALSE,1
82,1,18,0,FALSE,2087,TRUE,FALSE,FALSE,1
1,398,0,31,FALSE,61,TRUE,FALSE,FALSE,1
10,168,1,18,FALSE,4,TRUE,FALSE,TRUE,1
69,1193,0,2,FALSE,10,FALSE,FALSE,FALSE,1
4,140,0,0,FALSE,1,TRUE,TRUE,,1
21,1880,5,305,FALSE,454,FALSE,FALSE,FALSE,1
292,0,30,0,FALSE,40166,TRUE,FALSE,FALSE,1
4419,1,129,12,FALSE,10626,TRUE,FALSE,FALSE,1
0,18,0,0,FALSE,0,TRUE,TRUE,,1
1786,2525,21,1,FALSE,136932,FALSE,FALSE,FALSE,1
148,1,18,0,FALSE,178,FALSE,FALSE,FALSE,1
286,0,22,0,FALSE,94599,TRUE,FALSE,FALSE,1
85,0,5,0,FALSE,205,TRUE,FALSE,FALSE,1
276,264,27,2,FALSE,83013,FALSE,FALSE,FALSE,1
206,124,0,0,FALSE,4,TRUE,FALSE,FALSE,1
81,1,10,0,FALSE,2459,TRUE,FALSE,FALSE,1
74704,1,618,5919,FALSE,49429,FALSE,FALSE,FALSE,1
212,2,54,0,FALSE,8468,TRUE,FALSE,FALSE,1
116,1,9,0,FALSE,4659,TRUE,FALSE,FALSE,1
371,1,32,2,FALSE,3849,TRUE,FALSE,FALSE,1
12,1053,0,0,FALSE,2,TRUE,FALSE,FALSE,1
156,2,12,4,FALSE,7075,FALSE,FALSE,FALSE,1
17,0,6,1,FALSE,0,TRUE,FALSE,FALSE,1
2482,1,94,4,FALSE,5597,FALSE,FALSE,FALSE,1
50,0,2,1,FALSE,1557,TRUE,FALSE,FALSE,1
404,621,9,12,FALSE,1169,TRUE,FALSE,FALSE,1
175,2,20,2,FALSE,8843,TRUE,FALSE,FALSE,1
0,70,0,0,FALSE,0,TRUE,TRUE,,1
5,0,4,0,FALSE,4472,TRUE,FALSE,FALSE,1
662,0,67,0,FALSE,56625,FALSE,FALSE,FALSE,1
4,492,0,57,FALSE,76,TRUE,FALSE,FALSE,1
7,31,0,19,FALSE,69,TRUE,TRUE,FALSE,1
11,1983,0,323,FALSE,397,FALSE,FALSE,FALSE,1
152,374,0,47,FALSE,1044,TRUE,FALSE,FALSE,1
3,29,0,0,FALSE,1,TRUE,TRUE,FALSE,1
1264,1288,115,0,FALSE,24133,TRUE,FALSE,FALSE,1
128,1,16,1,FALSE,3533,FALSE,FALSE,FALSE,1
0,26,0,47,FALSE,65,TRUE,FALSE,FALSE,1
46,20,8,0,FALSE,516,TRUE,FALSE,FALSE,1
684,68,5,6,FALSE,9645,FALSE,FALSE,TRUE,1
7,0,5,0,FALSE,104,FALSE,FALSE,FALSE,1
20,300,0,6,FALSE,1,TRUE,FALSE,FALSE,1
3745,0,171,0,FALSE,3063,TRUE,FALSE,FALSE,1
35906,35744,130,864,FALSE,3027,TRUE,FALSE,FALSE,1
78,2,5,1,FALSE,677,TRUE,FALSE,FALSE,1
68,0,18,2,FALSE,2407,TRUE,FALSE,FALSE,1
51,2,24,4,FALSE,18514,TRUE,FALSE,FALSE,1
12349,5,142,203,FALSE,20547,FALSE,FALSE,FALSE,1
65,220,5,1,FALSE,24,TRUE,FALSE,FALSE,1
4,70,0,1,FALSE,1,FALSE,FALSE,TRUE,1
627,10,26,6,FALSE,1634,FALSE,FALSE,FALSE,1
83,6,13,1,FALSE,13849,FALSE,FALSE,FALSE,1
4,537,0,90,FALSE,103,TRUE,FALSE,FALSE,1
864,5,62,0,FALSE,23022,FALSE,FALSE,FALSE,1
4937,5,135,0,FALSE,1641,TRUE,FALSE,FALSE,1
307,4,14,5,FALSE,2060,TRUE,FALSE,FALSE,1
242,1,36,20,FALSE,69791,FALSE,FALSE,FALSE,1
777,4732,0,0,FALSE,0,TRUE,FALSE,FALSE,1
10,0,9,0,FALSE,5205,FALSE,FALSE,FALSE,1
43,0,0,0,FALSE,2507,FALSE,FALSE,FALSE,1
3246,2757,79,6466,FALSE,69884,TRUE,FALSE,FALSE,1
0,0,5,183,FALSE,1,FALSE,FALSE,FALSE,1
107,1,17,0,FALSE,16414,FALSE,FALSE,FALSE,1
299,42,10,0,FALSE,26508,FALSE,FALSE,FALSE,1
17,1903,1,311,FALSE,366,FALSE,FALSE,FALSE,1
22,201,0,7,FALSE,8,TRUE,FALSE,FALSE,1
33,1,6,2,FALSE,1029,TRUE,FALSE,FALSE,1
12415,402,122,201,FALSE,5986,FALSE,FALSE,FALSE,1
99348,3,7,4,FALSE,428,FALSE,FALSE,FALSE,1
27481,1,265,4,FALSE,42940,TRUE,FALSE,FALSE,1
305,29,7,3,FALSE,162,TRUE,FALSE,FALSE,1
98,48,14,4,FALSE,2830,TRUE,FALSE,FALSE,1
514,0,50,0,FALSE,7455,FALSE,FALSE,FALSE,1
495,1,33,0,FALSE,4756,TRUE,FALSE,FALSE,1
275,252,6,103,FALSE,755,FALSE,FALSE,FALSE,1
0,15,0,0,FALSE,0,TRUE,TRUE,FALSE,1
0,33,0,56,FALSE,83,TRUE,FALSE,FALSE,1
3,63,0,0,FALSE,1,TRUE,FALSE,,1
4,102,0,0,FALSE,1,TRUE,TRUE,,1
1,367,0,29,FALSE,37,TRUE,FALSE,FALSE,1
337,2,42,12,FALSE,7870,TRUE,FALSE,FALSE,1
1599,3,3,2,FALSE,18100,TRUE,FALSE,FALSE,1
26,4,5,0,FALSE,3799,TRUE,FALSE,FALSE,1
10250,10378,194,211,FALSE,262067,TRUE,FALSE,FALSE,1
43869,4786,69,125,FALSE,120082,FALSE,FALSE,FALSE,1
4,28,0,0,FALSE,2,TRUE,FALSE,TRUE,1
2,41,0,0,FALSE,1,TRUE,FALSE,FALSE,1
0,264,0,29,FALSE,51,TRUE,FALSE,FALSE,1
21,0,7,1,FALSE,65,TRUE,FALSE,FALSE,1
483883,0,4614,0,FALSE,62634,FALSE,FALSE,FALSE,1
461,873,0,0,FALSE,126,TRUE,FALSE,FALSE,1
4,32,0,0,FALSE,29,TRUE,TRUE,FALSE,1
0,14,0,81,FALSE,95,TRUE,FALSE,FALSE,1
788,0,7,0,FALSE,2358,FALSE,FALSE,TRUE,1
1,319,0,19,FALSE,25,TRUE,FALSE,FALSE,1
2,101,0,2,FALSE,7,TRUE,FALSE,,1
15,3,2,0,FALSE,401,FALSE,FALSE,FALSE,1
1645,1893,14,6,FALSE,5024,FALSE,FALSE,FALSE,1
6,0,4,0,FALSE,11,TRUE,FALSE,FALSE,1
337,2,40,0,FALSE,28941,TRUE,FALSE,FALSE,1
67,0,13,1,FALSE,144,FALSE,FALSE,FALSE,1
743,14,163,0,FALSE,21164,FALSE,FALSE,FALSE,1
179,1,10,0,FALSE,1149,TRUE,FALSE,FALSE,1
33,38,8,0,FALSE,17,TRUE,FALSE,FALSE,1
332,242,16,2,FALSE,366,FALSE,FALSE,FALSE,1
61,0,3,0,FALSE,81,TRUE,FALSE,FALSE,1
2,341,0,29,FALSE,44,TRUE,FALSE,FALSE,1
347,147,2,169,FALSE,10042,TRUE,FALSE,TRUE,1
4,24,0,1,FALSE,0,TRUE,TRUE,,1
113,1,5,0,FALSE,776,TRUE,FALSE,FALSE,1
5,93,0,5,FALSE,1,TRUE,FALSE,,1
98,45,28,38,FALSE,223659,TRUE,FALSE,FALSE,1
47,65,0,0,FALSE,3,TRUE,FALSE,TRUE,1
49,2,17,7,FALSE,323,TRUE,FALSE,FALSE,1
1,38,0,67,FALSE,97,TRUE,FALSE,FALSE,1
10832,2673,42,2413,FALSE,34971,FALSE,FALSE,FALSE,1
0,26,0,21,FALSE,23,TRUE,FALSE,FALSE,1
168,224,29,432,FALSE,7028,FALSE,FALSE,FALSE,1
133554,95060,1455,1453,FALSE,40763,FALSE,FALSE,FALSE,1
102,1,5,0,FALSE,266,TRUE,FALSE,FALSE,1
4369,0,48,0,FALSE,1542,TRUE,FALSE,FALSE,1
